"","id_str","target","hate.speech","aggressiveness","offensiveness","irony","stereotype","intensity","tweet"
"254",792045289817243648,"ethnic group","yes","weak","no","yes","no",4,"@immigrazione benvenuti in Italia!"
"255",792064244774735872,"ethnic group","yes","weak","no","no","yes",2,"Milva e la «sua» Goro: «Se vivessi ancora lì, i migranti li avrei ospitati io» ///dacci l'indirizzo...te li porto io...almeno una dozzina"
"256",792088066710274048,"ethnic group","no","no","no","no","no",0,"Neanche dopo i disastrosi sismi in Centro Italia, Renzi  blocca i clandestini per devolvere i soldi risparmiati agli Italiani #migranti"
"257",792116650644353024,"Roma","no","weak","no","no","no",0,"#crozzameraviglie  #Arresti grandi opere
A volte ci preoccupiamo della pagliuzza dell'immigrato e non ci accorgiamo della Tav nell'occhio"
"258",792319392021348352,"ethnic group","no","no","no","no","no",0,"tutto quello che non si deve vedere... ecco il campo nomadi all'ingresso di Cagliari... qui ogni giorno vengono... https://t.co/e3vI0rUxyj"
"259",792326930930536448,"Roma","yes","weak","no","no","yes",3,"La crisi della salute mentale tra i migranti

Tra le tante tragedie che i migranti e i rifugiati che si riversano... https://t.co/THOa5PaPgg"
"261",792372339354861568,"religion","yes","strong","strong","no","yes",3,"@ultimenotizie Lo facciamo non per umanità ma perché si dice (bisogna credere a ciò?) che un giorno questi migranti salveranno l'Italia."
"263",792479514391707648,"ethnic group","no","no","no","no","no",0,"Ciao. Ognuno di nazionalità straniera vivono in Giappone, cerchiamo di fare amicizia con me."
"264",792577028721696768,"Roma","no","no","no","no","no",0,"L’Italia alla Ue:quote migranti,ecco i Paesi da sanzionare https://t.co/0LiE6ZuzlO"
"265",792617333042798592,"Roma","no","no","no","no","yes",0,"@Silviettosa @novedisera Samhain, è la festività celtica.  Aggiungo :  Natale è stato strappato alla tradizione rom… https://t.co/x5nOOyjxpW"
"266",792638875478949888,"ethnic group","no","no","no","no","no",0,"Carabiniere libero dal servizio sventa un furto fuori Roma: arrestate due rom - https://t.co/L7lFVj2k0g https://t.co/3OddLOsS9b"
"267",792703974013009920,"religion","no","no","no","no","no",0,"Immigrazione, sorpasso dopo anni: più italiani all'estero che stranieri in Italia https://t.co/YjpNw7tX8J"
"268",792715213304758272,"ethnic group","yes","no","weak","no","yes",1,"Qui Radio Londra: Tre arresti nel nord Italia, reclutavano terroristi jihadisti - l'https://t.co/FfqdJrNZnV https://t.co/cu7Bgjj8bi"
"269",792737250366881792,"ethnic group","yes","weak","no","no","yes",2,"Invasione dell'Italia: altri 158mila migranti In dieci mesi battuti i record degli sbarchi https://t.co/DGBgYu6rDq"
"270",792804438889168896,"religion","yes","strong","no","no","yes",2,"@ArenaGiletti  L'Italia e gli italiani prima di tutto. L'Europa si faccia carico degli immigrati. L'Italia ha altri problemi da risolvere"
"271",792961371705147392,"ethnic group","no","no","no","no","yes",0,"@matteosalvinimi ma scherziamo prima i musulmani e gì zingari poi gli extra comunitari e poi  e poi ....basta l'Italia agli italiani"
"272",793059723994103808,"Roma","no","no","no","no","no",0,"@TELADOIOLANIUS @italiano201415 rifugiati ? Sicuri che vogliano mettere solo loro o anche il restante 95% degli immigrati ?"
"273",793069733176369152,"religion","no","no","no","no","no",0,"Roma, schiaffo alla povertà: centinaia di pasti destinati a rom e immigrati gettati nella spazzatura https://t.co/TpwTIjUzoj"
"274",793077621319933952,"religion","yes","strong","weak","no","yes",2,"#Somalia : le donne hanno un ruolo importante nella lotta contro gli islamisti di al-Shabab. L'Italia dovrebbe dare… https://t.co/8vUY3NzWRQ"
"275",793087779471228928,"ethnic group","no","weak","weak","yes","no",0,"@acs_italia @frafra61_rossi Basta con la propaganda ipocrita, state svendendo Italia e Italiani all'islam. CAZZO! @Nocentrisociali #IoVotoNO"
"276",793153163650015232,"Roma","no","no","no","no","no",0,"@ilmessaggeroit Quattro poveri #profughi"" fra cui un minore nn accompagnato? In #Italia rispettare norme su immigrazione è un optional vero?"
"277",793161196480389120,"Roma","no","no","no","no","yes",0,"Roma, cibo destinato a rom e immigrati finisce integro nella spazzatura - Affaritaliani.it https://t.co/3jNl2SiUGZ via @Affaritaliani"
"278",793171482860027904,"ethnic group","yes","no","strong","no","yes",2,"Arrestati dopo l'inseguimento, due nomadi in manette. Li riconoscete? https://t.co/cmVF4UUXIE"
"279",793321979705163776,"ethnic group","no","no","no","no","no",0,"Dalle piazze d’Italia la vita d’INFERNO dei cittadini x colpa dei migranti-clandestini, tutte le sere h 20,30 rete4 https://t.co/6rejTZe25e"
"280",793375227191365632,"Roma","no","no","no","no","no",0,"Sicilia, minori stranieri non accompagnati: proposta di legge alla Camera https://t.co/x82nH7jnKg"
"281",793398541553106944,"Roma","yes","weak","weak","no","yes",2,"Roma, cibo destinato a rom e immigrati finisce integro nella spazzatura - Affaritalianhttp://www.affaritaliani.it/roma/roma-"
"282",793513214705274880,"ethnic group","no","no","no","no","no",0,"si procurano le case popolari a poco prezzo x i loro cinesi rom moldavi albanesi clandestini africani asiatici suda… https://t.co/hbQdc4PuLT"
"283",793514083349848064,"ethnic group","yes","strong","weak","no","yes",2,"Il Papa: L’Ue non riceva più migranti di quanti riesce ad integrare 
""Non è umano chiudere le porte e il cuore… https://t.co/hCtZYqHF3A"
"284",793521611488067584,"ethnic group","no","weak","weak","yes","yes",0,"PONTIFEX....insiste: il popolo italiano deve essere sommerso e cancellato da  finti profughi che vogliono ciò che non hanno mai saputo fare!"
"285",793551957252341760,"ethnic group","no","no","no","no","no",0,"@NoJobFactor @KappaRar hai la mia solidarietà ma se lasciamo fare a questi ti porteranno via anche l'auto per metterci qualche migrante"
"286",793700141664534528,"ethnic group","no","no","no","yes","no",0,"Papa LʼEuropa accolga i migranti, ma bisogna saperli anche integrare (Fanpage) https://t.co/EVk0mDVEl6 https://t.co/zLki0gYWZT"
"287",798849982136655872,"Roma","no","no","no","no","no",0,"@francofontana43 difatti vota no ed accoglie tutti i  migranti economici dell'africa, lungimirante"
"288",798929884202442752,"ethnic group","no","no","no","no","no",0,"Milano: fuoco nella baracca, ustionata  una  18enne rom  Foto Mannequin Challenge https://t.co/qx3eWXgoyG"
"289",798971408764305408,"Roma","yes","weak","weak","no","yes",2,"Nel nord Italia le famiglie immigrate rappresentano il 41% delle famiglie in povertà assoluta #AtlanteInfanzia https://t.co/k7CbDWcEUx"
"290",799080136243113984,"Roma","no","no","no","no","yes",0,"Milano, ladre rom senza contegno e umanità: rubano pure le urne con le... https://t.co/uLss0lM1er"
"291",799120165879316480,"Roma","no","no","no","no","yes",0,"Ceprano- Arpino-Pontercorvo, retata 5 di nomadi donne dopo un pericoloso inseguimento in A1... #news #Ciociaria https://t.co/oWvkQrlauF"
"292",799227664846520320,"ethnic group","no","no","no","no","no",0,"Cronaca Milano: Ruba in casa e prende anche l’urna cineraria Monza, arrestata nomade incinta https://t.co/n7ULSN71Z6 #milano"
"293",799257452936134656,"Roma","no","no","no","no","no",0,"@francofontana43 @maurobiani @ilmanifesto A #Roma succede dall'insediamento giunta #Raggi! Quando decide soluzione dignitosa per  #migranti?"
"294",799263922461310976,"religion","no","no","no","no","no",0,"leggo su #repubblica priorita' agenda #bergoglio per visita #milano: rom, immigrati e islamici. #PapaFrancesco"
"295",799265313124585472,"ethnic group","no","no","no","no","no",0,"Dubai, vittima denuncia lo stupro: arrestata perché ha fatto sesso extraconiugale  https://t.co/Dl3fEw1GtB è l'islam e tutte le religioni"
"296",799284908011229184,"religion","yes","strong","no","no","yes",3,"Gli immigrati rendono più della DROGA!!lo diceva Buzzi a Carminati appena trovato questo canale di introiti!! https://t.co/Wv4YQpsbz3"
"297",799289738796683264,"Roma","no","weak","no","no","no",0,"Sarebbe da VIETARE il culto dell'islam, bisognerebbe DISTRUGGERE le moschee, DEPORTARE tutti gli islamici e dichiar… https://t.co/N3oFTopbC5"
"298",799310114742304768,"Roma","no","no","no","no","no",0,"Mi chiedo è vi chiedo come si fa ad ascoltare un Parassita della comunità Europea come Salvini che da assessore spostava di notte i nomadi"
"299",799330847463710720,"ethnic group","no","no","no","no","no",0,"Minori, ""in Italia 20 mila rom emarginati"". Vivranno di meno e non studieranno (Redattore Sociale) https://t.co/pK9MEuuc7I"
"300",799390153613725696,"ethnic group","no","no","no","no","no",0,"La commissaria comunale dice basta, ė stop agli immigrati anche ad Aulla https://t.co/jXltQ90Hi3"
"301",799410610270334976,"Roma","no","no","no","no","no",0,"Addio Schengen: l'Austria rinforza i confini con l'Italia. E i profughi non entrano più - Mattinonline https://t.co/QbgtpAXAQY"
"302",799551773367238656,"ethnic group","no","no","no","no","no",0,"A Padova i rom tornano a casa loro: grazie al sindaco leghista https://t.co/Z0OHQu3yGU"
"303",799555339360370688,"ethnic group","no","no","no","no","no",0,"Stati Membri dimenticano deliberatamente o meno che UE ha bisogno anche di immigrazione sia da punto di vista demografico sia produttivo 1/2"
"304",799580440407445504,"religion","no","no","no","no","no",0,"Con @emmabonino per sfatare gli stereotipi legati al racconto sull'#immigrazione. #s4p2016 https://t.co/TrNC2mz6M2"
"306",799609679760465920,"religion","no","no","no","no","no",0,"Pastore sardo in manette a Roma: ha bastonato due bimbi rom https://t.co/KSGf2nZ98n https://t.co/v9mEDjcGMS"
"307",799650731779358720,"ethnic group","no","no","weak","no","yes",0,"+++#Roma #Marconi, paura sull’autobus: tossicodipendente terrorizza bambini diretti a scuola – FOTO+++ https://t.co/NTBMAgIFAq"
"308",799652556137824256,"Roma","no","no","no","no","no",0,"#profughi   ....e ci sono ancora dei malvedenti malpensanti e maldicenti che parlano di donne e bambini!! https://t.co/UWmpPeBegw"
"309",799711221385691136,"Roma","no","no","no","no","no",0,"#Slovenia: il diritto all'acqua, stabilito dalla costituzione, deve ""scorrere"" anche verso le comunità rom https://t.co/I1ozsuQK4Z"
"310",799925871582789632,"ethnic group","yes","no","weak","yes","yes",2,"Roma, due bambini rom nel suo campo: pastore prima spara poi li bastona https://t.co/buvlCtSUAU #news"
"311",799940351490306048,"ethnic group","no","no","no","no","no",0,"@RaiStoria @Massimo_Masini Gli immigrati africani in Italia, invece, sono ospitati a oziare in alberghi a 3-4 stelle. Bella differenza."
"312",799950183131910144,"religion","no","no","no","no","no",0,"Alfano: “Stop ai profughi, Milano ha raggiunto la sua quota”  https://t.co/FOk6W1sVxF"
"313",799954569346301952,"ethnic group","yes","weak","no","yes","yes",3,"dottorgiustizia: RT labelmondo: ""Il terrorismo non è giustificabile, mai!""
Un articolo scritto dopo l'attentato al… https://t.co/v3D8mLfrv9"
"314",799958408837337088,"ethnic group","no","no","no","no","no",0,"#Sala #Milano Ottimo lavoro! Citta sotto assedio.#Alfano:Stop profughi.necessario esercito x sicurezza cittadini https://t.co/8SHEeUqR06"
"315",799977567210061824,"Roma","no","no","no","no","yes",0,"Freddo e fame: è questa la risposta di Roma ai migranti della zona Tiburtina? https://t.co/b7SHjV4vAg"
"316",799985919663149056,"ethnic group","no","no","no","no","yes",0,"#Roma Ondata di controlli antiborseggio in #Centro: arrestati otto nomadi, 6 sono minorenni https://t.co/Venc2n0eYU"
"317",800001280534081536,"Roma","yes","weak","weak","no","yes",2,"Trieste, profughi cacciano disabile dal bus: arrivano le pattuglie di Forza Nuova sui mezzi pubblici https://t.co/iFVUYS7WzA"
"319",800043079541673984,"ethnic group","no","no","no","no","no",0,"Pensavo ti saresti incazzato per raduno #nazi a Milano! Invece no, tuo nemico è sempre #migrante Come può farti… https://t.co/nYqGZBu7JN"
"320",800110916905955328,"religion","no","no","no","no","no",0,"Accoglienza #profughi in Trentino, il sostegno della Croce Rossa
https://t.co/Ntfnqk7XVm https://t.co/PCbbci4daa"
"321",800228040236265472,"religion","no","no","no","no","yes",0,"Dal Minnesota alla Libia,  fino a Italia e Spagna:  le nuove culle della #Jihad #terrorismo @CorriereIt https://t.co/Qw848HNKj5"
"322",800277682995003392,"ethnic group","no","no","no","no","no",0,"@MSF_ITALIA  lo sanno anche i bambini che negli ospedali civili si nascondono i terroristi @GiulioTerzi @RaiNews"
"323",800299013820055552,"ethnic group","no","no","no","no","no",0,"Trump dice che la statua della libertà è anacronistica e incita all'immigrazione, come dire che la cappella del... https://t.co/DWz2z48pNP"
"324",800317304156192768,"ethnic group","no","no","no","no","no",0,"Satira scatenata, Trump contro la statua della libertà: ""Incita a immigrazione, anacronistica""… https://t.co/sd4tBJc1YD"
"325",800325652205465600,"ethnic group","no","no","no","no","no",0,"Trump non vorrebbe più la Statua della Libertà: ""E' simbolo dell'immigrazione selvaggia"" https://t.co/OFBQuzHhXO https://t.co/1VIghsP1hA"
"326",800330741741547520,"religion","no","no","weak","yes","yes",0,"Pagani. Salerno. Immigrati. A messa da Don Flaviano Calenda. Sedici immigrati ospiti della struttura di... https://t.co/NPCtOi9xhG"
"328",800386103056416768,"ethnic group","no","no","no","no","no",0,"si cazzeggia su programmi TV ma battute su immigrazione che è una cosa seria anche no, su! Ilir sarà albanese ma voi coglioni  #domenicalive"
"329",800389098406113280,"Roma","no","no","no","no","no",0,"@matteosalvinimi mi rattrista il fatto ke nessuno sa il motivo x ilquale i profughi hanno bisogno di cell.svegliatevi mondo ignorante..."
"330",800402690530574336,"religion","yes","strong","strong","no","yes",1,"&gt;:( Porta Portese est, sequestrati cuccioli in vendita: indagini nel campo rom https://t.co/P3mKjHYL3a"
"331",800590822446133248,"ethnic group","no","no","no","no","no",0,"L er famiglie italiane per il NO al bastardo Renzi amico di islamici e pederasti vari! https://t.co/WVcwOMDpwd"
"332",800598566309863424,"religion","no","no","no","no","no",0,"Si riaccende il dibattito su sicurezza e immigrazione, dopo l’omicidio di piazzale Loreto a Milano. 
@agorarai ore… https://t.co/FI6cQmK9yh"
"333",800643005287989248,"ethnic group","no","no","weak","no","no",0,"Gad Lerner torna in Rai con "" #Islam,Italia"", viaggio nel mondo #musulmano #imam #moschea https://t.co/KliAwVdTqN via @giovannisarubbi"
"334",800730968466358272,"religion","no","no","no","no","no",0,"Senti ganzi a Gaiole in Chianti: hanno ospitato i sedicenti profughi di San Giusto a Rentennano a fare la... https://t.co/hUv5RDgFtW"
"335",800747202306043904,"ethnic group","no","no","no","no","yes",0,"Nero, cristiano, anti-islam: chi è Ben Carson nella squadra di Trump alla Casa Bianca https://t.co/gKmZXhN8cd"
"336",800750009327243264,"Roma","no","no","no","no","yes",0,"Crotone, arrestato egiziano ricercato per droga: Rissa tra stranieri e gli uomini della Squadra Volante arrestano… https://t.co/XKxOgLQlkS"
"337",800786300257243136,"Roma","yes","weak","strong","no","yes",2,"ROMA- Sequestro cuccioli a Porta Portese. Earth: necessario censimento nei campi nomadi https://t.co/b1OHkRZaRk https://t.co/8G4AIeMPo9"
"338",800795054830977024,"Roma","yes","weak","no","no","no",3,"#dallavostraparte i rom pretendono gratis tutto quello che gli altri si devono sudare con fatica. È una storia di scrocco continuo ."
"339",800833155536130048,"ethnic group","no","no","no","no","no",0,"A bella anche tu stai mangiando dai rom come cimabue .fuori dal nostro paese la culturista andate al vostro paese #dallavostraparte"
"340",800833465109385216,"religion","no","no","weak","no","yes",0,"#quintacolonna da questa situazione degli immigrati fra 10 anni saremo ancora qui a discuterne perché non ci sarà mai una soluzione equa"
"341",800972413957615616,"ethnic group","no","no","no","no","no",0,"@orientaliste11 poi su p e non p non mi esprimo.E anche le Donne islamiche,represse e ""imburqate"" spero almeno si vendichino essendo lascive"
"342",801008739478163456,"ethnic group","no","no","no","no","no",0,"L’industria delle frontiere: fondi europei ai colossi della difesa per bloccare i migranti https://t.co/qdQdF7W5ya"
"343",801010470845026304,"Roma","no","no","no","no","yes",0,"@Hazydavey34 
E poi vogliono i militari in strada per difendersi dagli immigrati... È questa l'Italia oggi..."
"344",801031283568758784,"ethnic group","no","weak","no","no","no",0,"Stazione e centro ancora sotto controllo: 13 nomadi fermate, 7 erano minorenni https://t.co/54G38AqBx6"
"345",801031894947086336,"Roma","no","no","no","no","no",0,"Li raccogliamo direttamente sulle coste libiche... 
#migranti #invasione #IoVotoNO https://t.co/YtJAvSUuGL"
"346",801044142847508480,"Roma","no","no","no","no","no",0,"A parte che i capelli da rom, lunghi così, potrei anche tagliarli. Per dire."
"347",801066523905445888,"ethnic group","no","no","no","no","no",0,"#Roma Baraccopoli, Baldassarre: ""Stiamo lavorando per chiudere i campi rom"" https://t.co/4km76odh9p https://t.co/v5XidCO7yJ"
"348",801072752790740992,"Roma","no","no","no","no","no",0,"Recuperati otto cadaveri di migranti al largo delle coste della Libia  https://t.co/D1YjjNNzxo"
"349",801399001648168960,"ethnic group","no","no","no","no","no",0,"Nel degrado 20mila bambini nei campi rom in Italia https://t.co/ugJ1dxUfRT https://t.co/fxwQPrf2GM"
"350",801463075694112768,"Roma","yes","strong","no","no","yes",3,"Anche a Sarajevo il passato è un paese straniero. @alfredosasso su @BalcaniCaucaso https://t.co/GaOMt0eQi1"
"351",801530220293529600,"ethnic group","no","no","no","yes","no",0,"va buttato nei fossi dopo averlo marzagrato di botte ...tanto il giudce li darà i domiciliari --al rom... https://t.co/vCc5OYc13P"
"352",801540594363408384,"religion","yes","no","weak","yes","yes",1,"Maltempo a Ventimiglia, migrante arrivato in Italia disperso nel fiume in piena. Nemmeno in Final Destination erano così sfigati."
"353",801543432179240960,"ethnic group","no","no","no","no","no",0,"@libe
Immaginate se avesse vinto le elezioni e fosse diventata presidente grazie al re del Marocco?
Lasciava invadere USA da musulmania"
"354",801700517806243840,"religion","no","no","no","no","no",0,"@Chiara__alba tutto pur di non commentare questo . Perché il problema sono gli immigrati,vero? https://t.co/FmMYBxawib"
"355",801707702099525632,"ethnic group","no","no","no","no","no",0,"++(Napoli, ancora sparatorie in strada. Perché non trattiamo questi criminali come terroristi?)++ https://t.co/VeCXYRlhN7"
"356",801754062198861824,"religion","no","no","no","no","no",0,"2006-2013 immobilismo totale. Poi i primi #migranti occupano ex villaggio olimpico: ieri sera disordini. Ignavia della politica #Torino"
"357",801760721986093056,"ethnic group","no","no","no","no","no",0,"Napoli, ancora sparatorie in strada. Perché non trattiamo questi criminali come terroristi? https://t.co/qskAuzqo7A via @fattoquotidiano"
"358",801768760659050496,"ethnic group","no","no","no","no","no",0,"Benvenuti a Cavenago, dove i richiedenti asilo danno nuova vita ai campi incolti https://t.co/f5slMu2j48 #migranti #rifugiati"
"359",801806659312091136,"Roma","no","no","no","no","no",0,"Retweeted Secolo d'Italia (@SecolodItalia1):

Il 76% degli italiani vuole lo stop all’immigrazione selvaggia.... https://t.co/3t5C1tyzop"
"360",801809772584570880,"religion","yes","strong","strong","no","yes",4,"#Torino Nord la piena dello Stura allaga campo nomadi via Germagnano e Parco del Meisino. Per ora tutto sotto controllo."
"361",801811905899876352,"Roma","no","no","no","no","no",0,"NON VOGLIO CHE ANCHE L'ITALIA FINISCA COSI'!!! #StopIslam Francia.La bomba a orologeria dell'islamizzazione: https://t.co/KCb6rcnZQR"
"362",801896926979321856,"ethnic group","no","no","no","no","no",0,"Mafia Capitale, mazzette per la bonifica dei campi rom: chiesti 17 rinvii a giudizio https://t.co/iisUQ0og0i @LorenaBianchett @francagiansol"
"363",802050558341287936,"ethnic group","no","no","no","no","no",0,"Dopo @cespazio rimanete su #Tv2000 a @TodayTv2000 parliamo di Sikh, una delle comunità straniere più numerose in It… https://t.co/PtT5X3cghf"
"364",802055168028274688,"Roma","no","no","no","no","no",0,"“Basta immigrati”: Londra dice stop, e l'Italia? https://t.co/PD9AJoMlVP"
"365",802081588423131136,"ethnic group","yes","strong","weak","no","yes",1,"Roma, “tangenti per appalti
sui campi rom”: chiesto
il processo per 17 persone
 https://t.co/arU2weT4WW via @fattoquotidiano"
"366",802091193265954816,"Roma","no","no","no","no","no",0,"""Allah ci guiderà nella vendetta"" Gli immigrati minacciano l'Italia https://t.co/HNAMfvD9Jp"
"367",802094496133615616,"ethnic group","yes","weak","weak","no","yes",1,"Tangenti per gli appalti nei campi rom: chiesto il rinvio per 17 indagati https://t.co/d6zvursRRC"
"368",802122240443686912,"Roma","no","no","no","no","no",0,"Una nuova invasione di migranti in Europa, la minaccia fa tremare anche l'Italia https://t.co/smZv5K7T0O"
"369",802150527815610368,"religion","no","no","no","no","no",0,"La proposta dell’assessore Danese «Buoni casa fruibili anche dai rom» https://t.co/QlK4g51oPL"
"370",802184145375989760,"religion","yes","strong","no","no","yes",3,"No nn serve alcun speciale addestramento per fare molto male!Essenziale odio fanatico nel💖!Incitamento=terrorismo https://t.co/BiYwKvtOE2"
"371",802489121277181952,"Roma","no","no","no","no","no",0,"fossimo uno stato serio questa sarebbe da espellere immediatamente dall'Italia, islamica: “Donne italiane... https://t.co/vjsYXXR5o6"
"372",802517008415911936,"Roma","no","no","no","no","no",0,"Malattie e diritto allo studio negato. Ecco che fine hanno fatto le famiglie rom sgomberate… https://t.co/jtvzuVENZZ"
"373",802529012996337664,"Roma","no","no","no","no","no",0,"Accampamento rom improvvisato, 5 denunce per allaccio abusivo alla rete elettrica https://t.co/ItSeolf42k"
"374",802603820786352128,"ethnic group","yes","no","no","no","yes",1,"Malattie e diritto allo studio negato. Ecco che fine hanno fatto le famiglie rom sgomberate da via Idro - Il... https://t.co/8nkJUHQsJh"
"375",802840699024670720,"religion","no","no","no","no","no",0,"Croce Rossa apre una tendopoli: incubo immigrati per i residenti - IlGiornale.it https://t.co/lKM8fblfpY via @ilgiornale"
"376",802964207721451520,"Roma","no","no","no","yes","no",0,"Ci sono ancora in Italia genitori che terrorizzano i propri figli con le streghe che arrivano e ti portano... https://t.co/9XMoUht3Fj"
"378",803134786076377088,"religion","yes","strong","no","no","yes",2,"L'Autorità Nazionale ha denunciato: «Negli hotspot i migranti vengono privati della libertà e non hanno tutela... https://t.co/S6dtXJVkVq"
"379",803220333813579776,"ethnic group","yes","weak","weak","no","yes",2,"Questa è la ""cultura"" che ""donne"" come @meb @ckyenge @lauraboldrini e @FedericaMog vogliono imporci #stopislam… https://t.co/TGcnQ70Dv9"
"380",803236142653067264,"ethnic group","yes","weak","no","no","yes",2,"Il ""povero profugo inerme"" ucciso a Fermo faceva parte della mafia nigeriana? | IL PRIMATO NAZIONALE https://t.co/z1LmUq7Mu4 via @po_st"
"381",803263581009498112,"ethnic group","no","no","no","no","no",0,"Bisogna diffondere il fatto che il governo vuole requisire le case sfitte per darle ai migranti. Atto antidemocrati… https://t.co/Y4CePbNHRb"
"382",803295681829945344,"ethnic group","yes","weak","weak","no","yes",1,"Intervista a #Juncker: “Scandaloso lasciare sola l’Italia sui #migranti” https://t.co/R8qcIE1HAw https://t.co/O2eJLfitYW"
"383",803311150184153088,"ethnic group","no","no","no","no","no",0,"@lega_nord @ilpopulista_it Anche il  prete non conosce la parola profugo...quelli che abbiamo noi sono  quasi tutti clandestini!"
"384",803313690929991680,"religion","yes","weak","strong","no","yes",1,"Direttore Carita$ attacca Salvini: “Non conosce significato di profugo”. Loro lo sanno… https://t.co/XmagLiqNPj https://t.co/W2ifcy7sbC"
"385",803330661843136512,"Roma","yes","weak","no","no","yes",3,"Direttore Caritas sta accogliendo futuri spacciatori prostitute e terroristi https://t.co/GAQecEOBDs"
"386",803341250627796992,"religion","yes","weak","strong","no","yes",1,"Da pelle d'oca il servizio di @Striscia sui rom a #Roma. Via tutti. @JimmyGhione"
"387",803376526972649472,"ethnic group","no","no","no","yes","yes",0,"@reportrai3 secondo voi di report, quando devono finire i clandestini? Pensate di mettere 100milioni di facce di maiale islamici in Italia?"
"389",803565957595746304,"Roma","yes","no","no","no","yes",1,"Vladimir Luxuria “circondata e derubata da 20 rom in Stazione Centrale a Milano” – webitalia360... https://t.co/7cySiPZAB0"
"390",803586069920813056,"Roma","yes","no","strong","no","yes",1,"Il rom che derubò Ermes dà fuoco alla sua roulotte per ottenere una casa #Generale https://t.co/k9DVPcNf85"
"391",803601289238216704,"religion","no","no","no","no","no",0,"Il rom che derubò Ermes dà fuoco alla sua roulotte per ottenere una casa
sto figlio di zoccola ha capito bene cosa fare x sistemarsi"
"392",803708040411312128,"Roma","yes","strong","no","no","no",3,"Non avrò fiducia in questo Papa fin quando non parlerà della VERA situazione in Palestina e dei musulmani perseguitati dagli israeliani."
"393",803740090073812992,"ethnic group","no","no","no","no","yes",0,"@redazioneiene @maisano_marco  e dopo il rap del rom ieri a striscia oggi anche questo dobbiamo subire #dux dove sei w l'Italia"
"394",803796261073813504,"religion","no","no","no","no","no",0,"Quanti sono i detenuti in Italia fra i ""migranti"" ? Non si sa .ma io so che in Francia sono il 70% . chi mi smentisce ?"
"395",803836180286541824,"religion","no","no","no","no","no",0,"Roma, conferenza sul terrorismo confessionale minaccia, prevenzione e contrasto internazionale... #eventi #Italia https://t.co/4r4ojGBCN9"
"396",803863687912128512,"Roma","no","no","no","no","no",0,"@FrancescoGent16 con l istruzione..in questi Paesi tra cui l italia le leggi nazion sulla crimin e sul terroris sn blande.."
"397",803873262891573248,"ethnic group","no","no","no","no","no",0,"Accampamento rom sotto il cavalcavia... #news #Milano https://t.co/OK2raa6vih"
"398",803943618377617408,"Roma","no","weak","no","no","yes",0,"#agorarai con la clausola di supremazia avranno poco da dire sindaci e presidenti di regione anche riguardo la collocazione di migranti"
"399",803955233885974528,"religion","no","no","no","no","no",0,"@COISPpolizia agente della polizia locale ucciso da un nomade a Milano non ha preso nessun risarcimento è giustizia questa?"
"400",804020699874656256,"Roma","no","no","no","no","no",0,"La fisionomia dell'immigrazione della comunità islamica è cambiata in questi anni #aicds"
"401",804055701110878208,"Roma","yes","weak","weak","no","yes",1,"@DAVIDPARENZO ma perché se un rom dice che loro rubano va tutto bene mentre se lo dico io te'ncazzi? @giucruciani"
"402",804075341002264576,"ethnic group","no","no","weak","no","yes",0,"Noi siamo circondati dai nomadi che accendono i fuochi alla diossina tutti giorni!! Dov'è la legalità?? Maledetti!! #dallavostraparte"
"403",804251330562899968,"ethnic group","no","no","no","no","no",0,"La verità sull'immigrazione in Italia: sono quasi tutti clandestini https://t.co/ZWBLGDJiNa"
"404",804264868081790976,"ethnic group","no","no","no","no","no",0,"Bisogna indicare come trasformare #accoglienza dei #migranti in opportunità vera e propria per il futuro dell'Itali… https://t.co/Q52wnPm9qP"
"405",804338503773458432,"religion","no","no","no","no","no",0,"De Rossi,Rettore @unisannio: #migrazione è anche problema di inclusione:necessario aiutare migranti in inserimento… https://t.co/inudC7cCNM"
"406",804365781068812288,"religion","no","no","no","no","no",0,"Bono al NYTimes: Gli U2 non si piegano al terrorismo e tornano a Parigi | U2360GRADI.IT - il sito italiano tutto... https://t.co/CQz3PUTAkS"
"407",804606696081465344,"Roma","yes","no","weak","no","yes",1,"LN Padania: Francia, il terrorista Abdeslam interrogato dai giudici si rifiuta ancora di rispondere https://t.co/XJOWKy0hYz"
"408",804623994452381696,"Roma","no","no","no","no","no",0,"con tutto il cuore ti  vorrei anche ascoltare, cara @RadioSubasio ... ma i nomadi .. no .. i nomadi non se possono digeri .."
"409",804624237801521152,"Roma","no","no","no","no","yes",0,"Prorogata l'ordinanza contro i camper dei rom. Controlli per un nuovo sgombero alla Boana https://t.co/x7A39ovoy5"
"410",804694909097803776,"ethnic group","no","no","no","no","no",0,"Rivendevano decine di prodotti rubati: blitz della polizia ai nomadi - https://t.co/gA87xuhnJW https://t.co/gu8u5iG5QN"
"411",804722912573931520,"ethnic group","no","no","no","no","no",0,"I #migranti accampati alla stazione Tiburtina saranno ospitati al presidio @CRI_RM di via del Frantoio &gt;&gt; https://t.co/9XAvuTFzvD"
"413",804816845178109952,"ethnic group","no","no","no","no","no",0,"Papa Bergoglio dichiarazione shock”fratelli stranieri venite in Italia, la mia casa è la vostra casa - Gazzetta24 https://t.co/Jm0OABTZxv"
"414",805145430011035648,"ethnic group","no","weak","weak","yes","yes",0,"#Salvini: Il modello virtuoso sono la settantina di profughi VERI arrivati in aereo! A loro tutto l’aiuto!… https://t.co/sS9EQGQxfx"
